Institute,Program,Seat Type,Gender,OR,CR
IIT Patna,"Civil Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,1044,1157
IIT Patna,"Civil Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1447,1447
IIT Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,1954,3377
IIT Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),7383,9042
IIT Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,102,103
IIT Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Female-only (including Supernumerary),242,242
IIT Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,380,531
IIT Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),1136,1150
IIT Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,689,1312
IIT Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),2944,3306
IIT Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC-NCL (PwD),Gender-Neutral,47,47
IIT Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,562,988
IIT Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),1688,1784
IIT Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,296,375
IIT Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),723,723
IIT Patna,"Economics (4 Years, Bachelor of Science)",OPEN,Gender-Neutral,7598,13720
IIT Patna,"Economics (4 Years, Bachelor of Science)",OPEN,Female-only (including Supernumerary),21182,22870
IIT Patna,"Economics (4 Years, Bachelor of Science)",EWS,Gender-Neutral,2187,2205
IIT Patna,"Economics (4 Years, Bachelor of Science)",EWS,Female-only (including Supernumerary),3898,3898
IIT Patna,"Economics (4 Years, Bachelor of Science)",OBC-NCL,Gender-Neutral,4239,5535
IIT Patna,"Economics (4 Years, Bachelor of Science)",OBC-NCL,Female-only (including Supernumerary),7282,7282
IIT Patna,"Economics (4 Years, Bachelor of Science)",SC,Gender-Neutral,2513,3002
IIT Patna,"Economics (4 Years, Bachelor of Science)",SC,Female-only (including Supernumerary),3770,3770
IIT Patna,"Economics (4 Years, Bachelor of Science)",ST,Gender-Neutral,1506,1506
IIT Patna,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,6177,7502
IIT Patna,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),14374,15804
IIT Patna,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,185,185
IIT Patna,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,894,1124
IIT Patna,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),2712,2712
IIT Patna,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,2316,2827
IIT Patna,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),4967,5440
IIT Patna,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,1591,1789
IIT Patna,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),2612,2612
IIT Patna,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,867,925
IIT Patna,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1330,1330
IIT Patna,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,4803,6167
IIT Patna,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),10634,13073
IIT Patna,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,89,89
IIT Patna,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,736,788
IIT Patna,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),1872,1872
IIT Patna,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,2121,2461
IIT Patna,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),4634,4959
IIT Patna,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,1063,1580
IIT Patna,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),2299,2299
IIT Patna,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,646,824
IIT Patna,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),967,967
IIT Patna,"Engineering Physics (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,11060,12986
IIT Patna,"Engineering Physics (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),21075,22305
IIT Patna,"Engineering Physics (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,1875,2218
IIT Patna,"Engineering Physics (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),4111,4111
IIT Patna,"Engineering Physics (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,4700,5475
IIT Patna,"Engineering Physics (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),8601,9005
IIT Patna,"Engineering Physics (4 Years, Bachelor of Technology)",SC,Gender-Neutral,2881,3050
IIT Patna,"Engineering Physics (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),3874,3874
IIT Patna,"Engineering Physics (4 Years, Bachelor of Technology)",ST,Gender-Neutral,1359,1446
IIT Patna,"Engineering Physics (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),2060,2060
IIT Patna,"Mathematics and Computing (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,3854,4851
IIT Patna,"Mathematics and Computing (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),10136,11670
IIT Patna,"Mathematics and Computing (4 Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,206,206
IIT Patna,"Mathematics and Computing (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,657,683
IIT Patna,"Mathematics and Computing (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),1630,1630
IIT Patna,"Mathematics and Computing (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,1353,2095
IIT Patna,"Mathematics and Computing (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),4233,4606
IIT Patna,"Mathematics and Computing (4 Years, Bachelor of Technology)",SC,Gender-Neutral,1243,1437
IIT Patna,"Mathematics and Computing (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),1518,1518
IIT Patna,"Mathematics and Computing (4 Years, Bachelor of Technology)",ST,Gender-Neutral,626,811
IIT Patna,"Mathematics and Computing (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1165,1165
IIT Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,8588,11758
IIT Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),19717,21621
IIT Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,1646,1787
IIT Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),3053,3129
IIT Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,3396,4286
IIT Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),6895,8475
IIT Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,2014,2489
IIT Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),3606,3748
IIT Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,1009,1141
IIT Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1597,1597
IIT Patna,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,13771,16510
IIT Patna,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),24221,25605
IIT Patna,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,2374,2541
IIT Patna,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),4014,4014
IIT Patna,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,5177,5617
IIT Patna,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),9602,9621
IIT Patna,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,2934,3183
IIT Patna,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),4368,4368
IIT Patna,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,1356,1361
IIT Patna,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),2015,2015
IIT Roorkee,"Architecture  (5 Years, Bachelor of Architecture)",OPEN,Gender-Neutral,12842,17665
IIT Roorkee,"Architecture  (5 Years, Bachelor of Architecture)",OPEN,Female-only (including Supernumerary),4770,9462
IIT Roorkee,"Architecture  (5 Years, Bachelor of Architecture)",EWS,Gender-Neutral,2651,2794
IIT Roorkee,"Architecture  (5 Years, Bachelor of Architecture)",EWS,Female-only (including Supernumerary),4066,4066
IIT Roorkee,"Architecture  (5 Years, Bachelor of Architecture)",OBC-NCL,Gender-Neutral,5425,6497
IIT Roorkee,"Architecture  (5 Years, Bachelor of Architecture)",OBC-NCL,Female-only (including Supernumerary),10955,12609
IIT Roorkee,"Architecture  (5 Years, Bachelor of Architecture)",SC,Gender-Neutral,1852,3181
IIT Roorkee,"Architecture  (5 Years, Bachelor of Architecture)",SC,Female-only (including Supernumerary),3482,3482
IIT Roorkee,"Architecture  (5 Years, Bachelor of Architecture)",ST,Gender-Neutral,1313,1363
IIT Roorkee,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,752,8159
IIT Roorkee,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),12357,15307
IIT Roorkee,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,1378,1417
IIT Roorkee,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),2738,2738
IIT Roorkee,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,3449,3569
IIT Roorkee,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),6261,7210
IIT Roorkee,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,1996,2210
IIT Roorkee,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),3344,3344
IIT Roorkee,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,1013,1349
IIT Roorkee,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1809,1809
IIT Roorkee,"Chemical Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,3428,4816
IIT Roorkee,"Chemical Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),7632,10475
IIT Roorkee,"Chemical Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,94,162
IIT Roorkee,"Chemical Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,626,863
IIT Roorkee,"Chemical Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),1544,1600
IIT Roorkee,"Chemical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,1847,2253
IIT Roorkee,"Chemical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),4055,5240
IIT Roorkee,"Chemical Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,829,1348
IIT Roorkee,"Chemical Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),2357,2465
IIT Roorkee,"Chemical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,587,779
IIT Roorkee,"Chemical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1185,1287
IIT Roorkee,"Chemical Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",OPEN,Gender-Neutral,9374,11130
IIT Roorkee,"Chemical Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",OPEN,Female-only (including Supernumerary),17372,20185
IIT Roorkee,"Chemical Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",EWS,Gender-Neutral,1737,1753
IIT Roorkee,"Chemical Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",EWS,Female-only (including Supernumerary),3689,3689
IIT Roorkee,"Chemical Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",OBC-NCL,Gender-Neutral,4356,4943
IIT Roorkee,"Chemical Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",OBC-NCL,Female-only (including Supernumerary),8773,8806
IIT Roorkee,"Chemical Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",SC,Gender-Neutral,1940,2323
IIT Roorkee,"Chemical Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",SC,Female-only (including Supernumerary),3872,3872
IIT Roorkee,"Chemical Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",ST,Gender-Neutral,1246,1309
IIT Roorkee,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,5247,6870
IIT Roorkee,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),11654,14131
IIT Roorkee,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,262,262
IIT Roorkee,"Civil Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,913,1229
IIT Roorkee,"Civil Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),2154,2437
IIT Roorkee,"Civil Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,2300,2967
IIT Roorkee,"Civil Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),3485,6229
IIT Roorkee,"Civil Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,1010,1694
IIT Roorkee,"Civil Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),2643,2862
IIT Roorkee,"Civil Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,284,475
IIT Roorkee,"Civil Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),537,647
IIT Roorkee,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,275,592
IIT Roorkee,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),1331,2047
IIT Roorkee,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,25,25
IIT Roorkee,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Female-only (including Supernumerary),85,85
IIT Roorkee,"Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,63,98
IIT Roorkee,"Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),287,306
IIT Roorkee,"Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS (PwD),Gender-Neutral,10,10
IIT Roorkee,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,157,253
IIT Roorkee,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),845,1038
IIT Roorkee,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC-NCL (PwD),Gender-Neutral,18,18
IIT Roorkee,"Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,81,129
IIT Roorkee,"Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),434,527
IIT Roorkee,"Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,52,77
IIT Roorkee,"Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),241,258
IIT Roorkee,"Computer Science and Engineering (4 Years, Bachelor of Technology)",ST (PwD),Gender-Neutral,1,1
IIT Roorkee,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,564,845
IIT Roorkee,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),2267,2591
IIT Roorkee,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,97,119
IIT Roorkee,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),360,360
IIT Roorkee,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,268,387
IIT Roorkee,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),1319,1696
IIT Roorkee,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",OBC-NCL (PwD),Gender-Neutral,25,25
IIT Roorkee,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",SC,Gender-Neutral,141,234
IIT Roorkee,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),749,749
IIT Roorkee,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",ST,Gender-Neutral,101,108
IIT Roorkee,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),396,396
IIT Roorkee,"Economics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",OPEN,Gender-Neutral,3876,5938
